🇨🇳［财经］,#genre# 
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8,tvming-NULL
国家地理野生,http://198.16.64.10:8278/natgeowild_twn/playlist.m3u8?tid=ME7E6122598161225981&ct=19225&tsum=c88897efa30d472128421acf3d4b62c8,tvming-NatGeo
美国中文电视,https://jpts.sinovision.net/livestream.m3u8#https://cdnts.sinovision.net/livestream.m3u8,tvming-NULL
欧洲新闻台,https://d1mpprlbe8tn2j.cloudfront.net/v1/master/7b67fbda7ab859400a821e9aa0deda20ab7ca3d2/euronewsLive/87O7AhxRUdeeIVqf/ewnsabren_eng.m3u8,tvming-NULL
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8#http://198.16.64.10:8278/cna/playlist.m3u8?tid=MFAF1272681512726815&ct=19225&tsum=4d6a781648283b1bb018bc5c098432d0#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8,tvming-NULL

🇨🇳［日本］,#genre# 
日本24新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hokkaidonews.m3u8#https://ghproxy.com/https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hokkaidonews.m3u8,tvming-NULL
ANIMAX,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
AXN JAPAN,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS311&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSTBS,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSスカパー!,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS241&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSテレ東,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSフジ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS181&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BS朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS151&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BS日テレ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS141&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
CNN J,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS354&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
FOX,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS312&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
GAORA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
J SPORTS 1,http://redlabmcdn.s.llnwi.net/nv02/bs15hd/index.m3u8,tvming-NULL
J SPORTS 2,http://redlabmcdn.s.llnwi.net/nv02/bs11hd/index.m3u8,tvming-NULL
J SPORTS 3,http://redlabmcdn.s.llnwi.net/nv02/bs12hd/index.m3u8,tvming-NULL
JSPORTS 1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
LALATV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS314&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
MUSIC ON TV!,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS325&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK BSプレミアム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS103&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK WORLD JAPAN,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8#https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8#http://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8#https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8,tvming-NULL
NHK WORLD JAPAN (720P),https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index.m3u8,tvming-NULL
NHK教育,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK総合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NIPPON TV (480P) [NOT 24/7],http://redlabmcdn.s.llnwi.net/nv02/ryowa3hd/index.m3u8,tvming-NULL
QVC JAPAN,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8#https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8,tvming-NULL
SHOP CHANNEL,https://stream3.shopch.jp/HLS/master.m3u8#http://stream1.shopch.jp/HLS/out1/prog_index.m3u8#http://stream1.shopch.jp/HLS/out3/prog_index.m3u8#http://stream1.shopch.jp/HLS/out4/prog_index.m3u8#http://stream1.shopch.jp/HLS/out2/prog_index.m3u8,tvming-NULL
TBSテレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS296&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
TOKYO MX 1,https://movie.mcas.jp/mcas/mx1_2/chunklist.m3u8,tvming-NULL
TOKYO MX 2,https://movie.mcas.jp/mcas/mx2_2/chunklist.m3u8,tvming-NULL
TOKYO MX1,https://movie.mcas.jp/mcas/smil:mx1_prod.smil/master.m3u8#https://movie.mcas.jp/mcas/mx_live_2/master.m3u8#https://movie.mcas.jp/mcas/mx1_2/master.m3u8,tvming-NULL
TOKYO MX2,https://movie.mcas.jp/mcas/mx2_2/master.m3u8#https://movie.mcas.jp/mcas/smil:mx2_prod.smil/master.m3u8,tvming-NULL
WEATHER NEWS,https://movie.mcas.jp/mcas/wn1_2/master.m3u8#https://movie.mcas.jp/mcas/smil:wn1.smil/chunklist_b1800000.m3u8#https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8,tvming-NULL
WOWOWシネマ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS193&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
WOWOWプライム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS191&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
WOWOWライブ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS192&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
キッズステーション,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS330&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
ゴルフネットワーク,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS262&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
スーパー!ドラマTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS310&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
スカイA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS250&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
スターチャンネル1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS200&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
スターチャンネル2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS201&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
スターチャンネル3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS202&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
チャンネルNECO,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS223&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
チャンネル銀河BBC,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS305&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
テレビ朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1#http://redlabmcdn.s.llnwi.net/nv02/ryowa4hd/index.m3u8,tvming-NULL
テレビ東京,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS297&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
ファミリー劇場,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS293&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
フジテレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS298&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
ホームドラマチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
ムービープラス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS240&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
釣りビジョン,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS251&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
東映チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
歌謡ポップスチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS329&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
日テレNEWS24,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS349&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1#https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8,tvming-NULL
日テレジータス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS257&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
日本テレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1#https://movie.mcas.jp/switcher/smil:mcas8.smil/chunklist_b1800000.m3u8,tvming-NULL
日本映画専門チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS255&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
時代劇専門チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
囲碁・将棋チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS363&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
职业摔跤(NJPW),https://aka-amd-njpwworld-hls-enlive.akamaized.net/hls/video/njpw_en/njpw_en_channel01_3/playlist_DVR.m3u8,tvming-NULL

🇨🇳［新加坡］,#genre# 
「SG」亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd#http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd,tvming-NULL
ABC AUSTRALIA,http://line.premiumpowers.net:80/Manuel/1234567/941682,tvming-NULL
ANIMAX,http://line.premiumpowers.net:80/Manuel/1234567/941676,tvming-NULL
ARIRANG KOREA,http://line.premiumpowers.net:80/Manuel/1234567/941614,tvming-NULL
BBC EARTH,http://line.premiumpowers.net:80/Manuel/1234567/941667,tvming-NULL
BBC LIFESTYLE,http://line.premiumpowers.net:80/Manuel/1234567/941668,tvming-NULL
BBC WORLD NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941693,tvming-NULL
BEIN SPORTS,http://line.premiumpowers.net:80/Manuel/1234567/941569,tvming-NULL
BEIN SPORTS 2,http://line.premiumpowers.net:80/Manuel/1234567/941568,tvming-NULL
BEIN SPORTS 3,http://line.premiumpowers.net:80/Manuel/1234567/941567,tvming-NULL
BLOOMBERG,http://line.premiumpowers.net:80/Manuel/1234567/941692,tvming-NULL
CARTOON NETWORK,http://line.premiumpowers.net:80/Manuel/1234567/941673,tvming-NULL
CGTN,http://line.premiumpowers.net:80/Manuel/1234567/941691,tvming-CCTVEN
CNA,http://line.premiumpowers.net:80/Manuel/1234567/941688,tvming-NULL
CNBC,http://line.premiumpowers.net:80/Manuel/1234567/941689,tvming-CNBC
CNN,http://line.premiumpowers.net:80/Manuel/1234567/941690,tvming-CNN
CRIME+INVESTIGATION,http://line.premiumpowers.net:80/Manuel/1234567/941666,tvming-NULL
CURIOCITY,http://line.premiumpowers.net:80/Manuel/1234567/941657,tvming-NULL
DREAMWORK,http://line.premiumpowers.net:80/Manuel/1234567/941656,tvming-NULL
FASHION,http://line.premiumpowers.net:80/Manuel/1234567/941677,tvming-NULL
FOX NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941685,tvming-NULL
GEM,http://line.premiumpowers.net:80/Manuel/1234567/941608#http://line.premiumpowers.net:80/Manuel/1234567/941635,tvming-NULL
HBO,http://line.premiumpowers.net:80/Manuel/1234567/941648,tvming-HBO
HBO HITS,http://line.premiumpowers.net:80/Manuel/1234567/941647,tvming-NULL
HITS,http://line.premiumpowers.net:80/Manuel/1234567/941578,tvming-NULL
HITS MOVIES,http://line.premiumpowers.net:80/Manuel/1234567/941577#http://line.premiumpowers.net:80/Manuel/1234567/941606,tvming-NULL
HUB SPORTS 1,http://line.premiumpowers.net:80/Manuel/1234567/941573,tvming-NULL
HUB SPORTS 2,http://line.premiumpowers.net:80/Manuel/1234567/941572,tvming-NULL
HUB SPORTS 4,http://line.premiumpowers.net:80/Manuel/1234567/941571#http://line.premiumpowers.net:80/Manuel/1234567/941681,tvming-NULL
HUB SPORTS 5,http://line.premiumpowers.net:80/Manuel/1234567/941582,tvming-NULL
HUB都会,http://line.premiumpowers.net:80/Manuel/1234567/941632#http://line.premiumpowers.net:80/Manuel/1234567/941633#http://line.premiumpowers.net:80/Manuel/1234567/941649#http://line.premiumpowers.net:80/Manuel/1234567/941650,tvming-NULL
HUB娱家,http://line.premiumpowers.net:80/Manuel/1234567/941634#http://line.premiumpowers.net:80/Manuel/1234567/941651,tvming-NULL
KBS WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941604,tvming-NULL
MEDIA LIVE 1,http://line.premiumpowers.net:80/Manuel/1234567/941678,tvming-NULL
MEDIA LIVE 2,http://line.premiumpowers.net:80/Manuel/1234567/941679,tvming-NULL
MEDIA LIVE+1,http://line.premiumpowers.net:80/Manuel/1234567/941680,tvming-NULL
MEDIACORP S,http://line.premiumpowers.net:80/Manuel/1234567/941575,tvming-NULL
NATIONAL GEOGRAPHIC,http://line.premiumpowers.net:80/Manuel/1234567/941665,tvming-NULL
NBATV,http://line.premiumpowers.net:80/Manuel/1234567/941562,tvming-NULL
NHK,http://line.premiumpowers.net:80/Manuel/1234567/941611,tvming-NHK
NHK WORLD JAPAN,http://line.premiumpowers.net:80/Manuel/1234567/941610,tvming-NULL
NICK JR,http://line.premiumpowers.net:80/Manuel/1234567/941670,tvming-NULL
NICKELODEON,http://line.premiumpowers.net:80/Manuel/1234567/941671,tvming-NULL
NOW紫金国际台,http://line.premiumpowers.net:80/Manuel/1234567/941630,tvming-NULL
ONE,http://line.premiumpowers.net:80/Manuel/1234567/941601#http://line.premiumpowers.net:80/Manuel/1234567/941602,tvming-NULL
PARAMOUNT,http://line.premiumpowers.net:80/Manuel/1234567/941654,tvming-NULL
ROCK ENTERTAINMENT,http://line.premiumpowers.net:80/Manuel/1234567/941643,tvming-NULL
SKY NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941684,tvming-NULL
SPO TV,http://line.premiumpowers.net:80/Manuel/1234567/941564,tvming-NULL
SPO TV2,http://line.premiumpowers.net:80/Manuel/1234567/941563,tvming-NULL
STARHUB,http://line.premiumpowers.net:80/Manuel/1234567/941565,tvming-NULL
STARHUB2,http://line.premiumpowers.net:80/Manuel/1234567/941566,tvming-NULL
TRAVELXP,http://line.premiumpowers.net:80/Manuel/1234567/941662,tvming-NULL
TVB翡翠台,http://line.premiumpowers.net:80/Manuel/1234567/941619,tvming-XGFeiCui
TVB星河频道,http://line.premiumpowers.net:80/Manuel/1234567/941620,tvming-TVBXH
天映经典频道,http://line.premiumpowers.net:80/Manuel/1234567/941639,tvming-NULL
天映频道,http://line.premiumpowers.net:80/Manuel/1234567/941618,tvming-NULL
卫视中文台,http://line.premiumpowers.net:80/Manuel/1234567/941624,tvming-NULL
亚洲旅游台,http://line.premiumpowers.net:80/Manuel/1234567/941640,tvming-NULL

🇨🇳［韩国］,#genre# 
ARIRANG 阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8#http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8#http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8#http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8#http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8#http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8#https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8,tvming-NULL
BBS 불교 방송,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8?zshijd#http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8#http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist.m3u8#http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8#http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8,tvming-NULL
CJ ONSTYLE PLUS,https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8,tvming-NULL
CTS 基督教기독교TV,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8,tvming-NULL
EBS 1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd#http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8#http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8,tvming-NULL
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd#http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8#http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8,tvming-NULL
EBS 儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8,tvming-NULL
EBS 키즈,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd,tvming-NULL
GS SHOP,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8,tvming-NULL
GUGAK TV,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8,tvming-NULL
JOB PLUS TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8?zshijd,tvming-NULL
KBC SBS 综艺,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8,tvming-NULL
KBS DRAMA,http://mytv.dothome.co.kr/ch/catv/2.php#http://ye23.vip/z7z8/2021/kbs2020.php?id=5,tvming-NULL
KBS JOY,http://ye23.vip/z7z8/2021/kbs2020.php?id=6#http://mytv.dothome.co.kr/ch/catv/3.php,tvming-NULL
KBS KIDS,http://mytv.dothome.co.kr/ch/catv/6.php,tvming-NULL
KBS LIFE,http://mytv.dothome.co.kr/ch/catv/5.php#http://ye23.vip/z7z8/2021/kbs2020.php?id=7,tvming-NULL
KBS LIVECAM DOKDO,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8,tvming-NULL
KBS STORY,http://mytv.dothome.co.kr/ch/catv/4.php,tvming-NULL
KBS WORLD,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8#https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8#https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8#http://mytv.dothome.co.kr/ch/catv/7.php#http://ye23.vip/z7z8/2021/kbs2020.php?id=3,tvming-NULL
KBS1 HD,http://pull-l3-cny.douyincdn.com/live/da1f0d9f19a7ad52a9675a58e08de24b.m3u8,tvming-NULL
KBS2 HD,http://pull-l3-cny.douyincdn.com/live/9accc1d4ae7e4bfa7350249c05a0e3af.m3u8,tvming-NULL
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8#http://119.77.96.184:1935/chn05/chn05/playlist.m3u8#http://119.77.96.184:1935/chn05/chn05/chunklist_w1668602111.m3u8,tvming-NULL
KCTV 광주,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8,tvming-NULL
KOREA ECONOMY TV,https://allanf181.github.io/adaptive-streams/streams/kr/KoreaEconomyTV.m3u8,tvming-NULL
KOREA TV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8,tvming-NULL
KOREAN ELECTION TV,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index.m3u8,tvming-NULL
KOREAN SONG CHANNEL,http://live.kytv.co.kr:8080/hls/stream.m3u8,tvming-NULL
KSHOPPING,https://fhs8036.bd-61.ktcdn.co.kr/klive/smil:klive.smil/playlist.m3u8,tvming-NULL
MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8,tvming-NULL
MBC 大邱,https://5ee1ec6f32118.streamlock.net/live/livetv/playlist.m3u8,tvming-NULL
MBC 大田,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8,tvming-NULL
MBC 釜山,http://stream.bsmbc.com/livetv/BusanMBC_TV_onairstream/playlist.m3u8,tvming-NULL
MBC 济州,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8,tvming-NULL
MBC 丽水,https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8,tvming-NULL
MBC 庆南 昌原本部,https://624a79c87201d.streamlock.net/MBCTV/TV1.stream/playlist.m3u8,tvming-NULL
MBC 综艺频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8,tvming-NULL
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8#http://183.110.27.87/mtnlive/720/playlist.m3u8,tvming-NULL
NBS 农业广播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8#https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8,tvming-NULL
PLAYY액션영화,http://pull-l3-cny.douyincdn.com/live/41f29bf461ffa99e595f70b9593c61aa.m3u8,tvming-NULL
PLAYY웰메이드,http://pull-l3-cny.douyincdn.com/live/eac374df3c06e8985d587224a056f483.m3u8,tvming-NULL
PLAYY힐링영화,http://pull-l3-cny.douyincdn.com/live/ea6907626f7d64aa61e5ebf88180e43d.m3u8,tvming-NULL
SBS 清州放送,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8#http://1.222.207.80:1935/live/cjbtv/playlist.m3u8,tvming-NULL
TBS SEOUL,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8,tvming-NULL
WAVVE ALL THE KPOP,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M10,tvming-NULL
WAVVE ANIBOX,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4401,tvming-NULL
WAVVE ANIMAX,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=A01,tvming-NULL
WAVVE ANIONE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4402,tvming-NULL
WAVVE ASIAM,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5102,tvming-NULL
WAVVE ASIAN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5101,tvming-NULL
